"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"70-74 years"	"70-74"	"Male"	"M"	325321	102736281	316.7	315.6	317.7	0.6
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"75-79 years"	"75-79"	"Female"	"F"	248421	98401757	252.5	251.5	253.4	0.5
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"75-79 years"	"75-79"	"Male"	"M"	309090	75129413	411.4	410.0	412.9	0.7
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"80-84 years"	"80-84"	"Female"	"F"	204776	75025647	272.9	271.8	274.1	0.6
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"80-84 years"	"80-84"	"Male"	"M"	235843	49947616	472.2	470.3	474.1	1.0
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"85-89 years"	"85-89"	"Female"	"F"	126610	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"85-89 years"	"85-89"	"Male"	"M"	129264	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"90-94 years"	"90-94"	"Female"	"F"	51258	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"90-94 years"	"90-94"	"Male"	"M"	42691	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"95-99 years"	"95-99"	"Female"	"F"	11905	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"95-99 years"	"95-99"	"Male"	"M"	7323	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"100+ years"	"100+"	"Female"	"F"	1380	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"100+ years"	"100+"	"Male"	"M"	627	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Not Stated"	"NS"	"Female"	"F"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"Not Stated"	"NS"	"Male"	"M"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant melanoma of skin (C43)"	"GR113-028"	"1-4 years"	"1-4"	"Female"	"F"	11	170430172	Unreliable	0.0	0.0	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"1-4 years"	"1-4"	"Male"	"M"	17	178140207	Unreliable	0.0	0.0	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"10-14 years"	"10-14"	"Female"	"F"	14	223802975	Unreliable	0.0	0.0	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"10-14 years"	"10-14"	"Male"	"M"	10	234284030	Unreliable	0.0	0.0	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"15-19 years"	"15-19"	"Female"	"F"	58	227307697	0.0	0.0	0.0	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"15-19 years"	"15-19"	"Male"	"M"	80	239483577	0.0	0.0	0.0	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"20-24 years"	"20-24"	"Female"	"F"	229	229052059	0.1	0.1	0.1	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"20-24 years"	"20-24"	"Male"	"M"	303	239951389	0.1	0.1	0.1	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"25-29 years"	"25-29"	"Female"	"F"	532	228601175	0.2	0.2	0.3	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"25-29 years"	"25-29"	"Male"	"M"	781	234285878	0.3	0.3	0.4	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"30-34 years"	"30-34"	"Female"	"F"	999	227330011	0.4	0.4	0.5	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"30-34 years"	"30-34"	"Male"	"M"	1362	229872405	0.6	0.6	0.6	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"35-39 years"	"35-39"	"Female"	"F"	1577	231430232	0.7	0.6	0.7	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"35-39 years"	"35-39"	"Male"	"M"	2156	230611430	0.9	0.9	1.0	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"40-44 years"	"40-44"	"Female"	"F"	2494	236277503	1.1	1.0	1.1	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"40-44 years"	"40-44"	"Male"	"M"	3813	232968123	1.6	1.6	1.7	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"45-49 years"	"45-49"	"Female"	"F"	3602	238712391	1.5	1.5	1.6	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"45-49 years"	"45-49"	"Male"	"M"	5761	232932105	2.5	2.4	2.5	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"50-54 years"	"50-54"	"Female"	"F"	4622	232356654	2.0	1.9	2.0	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"50-54 years"	"50-54"	"Male"	"M"	8268	223575070	3.7	3.6	3.8	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"55-59 years"	"55-59"	"Female"	"F"	5466	213742200	2.6	2.5	2.6	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"55-59 years"	"55-59"	"Male"	"M"	10941	201411886	5.4	5.3	5.5	0.1
	"Malignant melanoma of skin (C43)"	"GR113-028"	"60-64 years "	"60-64"	"Female"	"F"	6095	183215286	3.3	3.2	3.4	0.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"60-64 years "	"60-64"	"Male"	"M"	12810	168055475	7.6	7.5	7.8	0.1
	"Malignant melanoma of skin (C43)"	"GR113-028"	"65-69 years"	"65-69"	"Female"	"F"	6373	151235357	4.2	4.1	4.3	0.1
	"Malignant melanoma of skin (C43)"	"GR113-028"	"65-69 years"	"65-69"	"Male"	"M"	14039	133793292	10.5	10.3	10.7	0.1
	"Malignant melanoma of skin (C43)"	"GR113-028"	"70-74 years"	"70-74"	"Female"	"F"	6794	122693411	5.5	5.4	5.7	0.1
	"Malignant melanoma of skin (C43)"	"GR113-028"	"70-74 years"	"70-74"	"Male"	"M"	14811	102736281	14.4	14.2	14.6	0.1
	"Malignant melanoma of skin (C43)"	"GR113-028"	"75-79 years"	"75-79"	"Female"	"F"	7448	98401757	7.6	7.4	7.7	0.1
	"Malignant melanoma of skin (C43)"	"GR113-028"	"75-79 years"	"75-79"	"Male"	"M"	15379	75129413	20.5	20.1	20.8	0.2
	"Malignant melanoma of skin (C43)"	"GR113-028"	"80-84 years"	"80-84"	"Female"	"F"	7373	75025647	9.8	9.6	10.1	0.1
	"Malignant melanoma of skin (C43)"	"GR113-028"	"80-84 years"	"80-84"	"Male"	"M"	13990	49947616	28.0	27.5	28.5	0.2
	"Malignant melanoma of skin (C43)"	"GR113-028"	"85-89 years"	"85-89"	"Female"	"F"	6203	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant melanoma of skin (C43)"	"GR113-028"	"85-89 years"	"85-89"	"Male"	"M"	9681	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant melanoma of skin (C43)"	"GR113-028"	"90-94 years"	"90-94"	"Female"	"F"	3500	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant melanoma of skin (C43)"	"GR113-028"	"90-94 years"	"90-94"	"Male"	"M"	4304	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant melanoma of skin (C43)"	"GR113-028"	"95-99 years"	"95-99"	"Female"	"F"	1242	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant melanoma of skin (C43)"	"GR113-028"	"95-99 years"	"95-99"	"Male"	"M"	936	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant melanoma of skin (C43)"	"GR113-028"	"100+ years"	"100+"	"Female"	"F"	217	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant melanoma of skin (C43)"	"GR113-028"	"100+ years"	"100+"	"Male"	"M"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"15-19 years"	"15-19"	"Female"	"F"	12	227307697	Unreliable	0.0	0.0	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"20-24 years"	"20-24"	"Female"	"F"	222	229052059	0.1	0.1	0.1	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"25-29 years"	"25-29"	"Female"	"F"	1689	228601175	0.7	0.7	0.8	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"25-29 years"	"25-29"	"Male"	"M"	12	234285878	Unreliable	0.0	0.0	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"30-34 years"	"30-34"	"Female"	"F"	6763	227330011	3.0	2.9	3.0	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"30-34 years"	"30-34"	"Male"	"M"	29	229872405	0.0	0.0	0.0	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"35-39 years"	"35-39"	"Female"	"F"	16705	231430232	7.2	7.1	7.3	0.1
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"35-39 years"	"35-39"	"Male"	"M"	87	230611430	0.0	0.0	0.0	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"40-44 years"	"40-44"	"Female"	"F"	31924	236277503	13.5	13.4	13.7	0.1
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"40-44 years"	"40-44"	"Male"	"M"	140	232968123	0.1	0.1	0.1	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"45-49 years"	"45-49"	"Female"	"F"	51022	238712391	21.4	21.2	21.6	0.1
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"45-49 years"	"45-49"	"Male"	"M"	323	232932105	0.1	0.1	0.2	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"50-54 years"	"50-54"	"Female"	"F"	73978	232356654	31.8	31.6	32.1	0.1
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"50-54 years"	"50-54"	"Male"	"M"	583	223575070	0.3	0.2	0.3	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"55-59 years"	"55-59"	"Female"	"F"	90591	213742200	42.4	42.1	42.7	0.1
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"55-59 years"	"55-59"	"Male"	"M"	810	201411886	0.4	0.4	0.4	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"60-64 years "	"60-64"	"Female"	"F"	98072	183215286	53.5	53.2	53.9	0.2
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"60-64 years "	"60-64"	"Male"	"M"	1087	168055475	0.6	0.6	0.7	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"65-69 years"	"65-69"	"Female"	"F"	99101	151235357	65.5	65.1	65.9	0.2
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"65-69 years"	"65-69"	"Male"	"M"	1260	133793292	0.9	0.9	1.0	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"70-74 years"	"70-74"	"Female"	"F"	99028	122693411	80.7	80.2	81.2	0.3
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"70-74 years"	"70-74"	"Male"	"M"	1305	102736281	1.3	1.2	1.3	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"75-79 years"	"75-79"	"Female"	"F"	99120	98401757	100.7	100.1	101.4	0.3
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"75-79 years"	"75-79"	"Male"	"M"	1256	75129413	1.7	1.6	1.8	0.0
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"80-84 years"	"80-84"	"Female"	"F"	94954	75025647	126.6	125.8	127.4	0.4
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"80-84 years"	"80-84"	"Male"	"M"	1187	49947616	2.4	2.2	2.5	0.1
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"85-89 years"	"85-89"	"Female"	"F"	78704	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"85-89 years"	"85-89"	"Male"	"M"	816	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"90-94 years"	"90-94"	"Female"	"F"	47290	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"90-94 years"	"90-94"	"Male"	"M"	370	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"95-99 years"	"95-99"	"Female"	"F"	17086	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"95-99 years"	"95-99"	"Male"	"M"	116	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"100+ years"	"100+"	"Female"	"F"	3206	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"100+ years"	"100+"	"Male"	"M"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of breast (C50)"	"GR113-029"	"Not Stated"	"NS"	"Female"	"F"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"15-19 years"	"15-19"	"Female"	"F"	21	227307697	0.0	0.0	0.0	0.0
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"20-24 years"	"20-24"	"Female"	"F"	235	229052059	0.1	0.1	0.1	0.0
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"25-29 years"	"25-29"	"Female"	"F"	1288	228601175	0.6	0.5	0.6	0.0
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"30-34 years"	"30-34"	"Female"	"F"	3133	227330011	1.4	1.3	1.4	0.0
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"35-39 years"	"35-39"	"Female"	"F"	5481	231430232	2.4	2.3	2.4	0.0
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"40-44 years"	"40-44"	"Female"	"F"	7683	236277503	3.3	3.2	3.3	0.0
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"45-49 years"	"45-49"	"Female"	"F"	9669	238712391	4.1	4.0	4.1	0.0
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"50-54 years"	"50-54"	"Female"	"F"	10546	232356654	4.5	4.5	4.6	0.0
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"55-59 years"	"55-59"	"Female"	"F"	10373	213742200	4.9	4.8	4.9	0.0
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"60-64 years "	"60-64"	"Female"	"F"	9376	183215286	5.1	5.0	5.2	0.1
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"65-69 years"	"65-69"	"Female"	"F"	8152	151235357	5.4	5.3	5.5	0.1
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"70-74 years"	"70-74"	"Female"	"F"	6878	122693411	5.6	5.5	5.7	0.1
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"75-79 years"	"75-79"	"Female"	"F"	5841	98401757	5.9	5.8	6.1	0.1
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"80-84 years"	"80-84"	"Female"	"F"	5015	75025647	6.7	6.5	6.9	0.1
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"85-89 years"	"85-89"	"Female"	"F"	3526	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"90-94 years"	"90-94"	"Female"	"F"	1833	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"95-99 years"	"95-99"	"Female"	"F"	492	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"100+ years"	"100+"	"Female"	"F"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"15-19 years"	"15-19"	"Female"	"F"	11	227307697	Unreliable	0.0	0.0	0.0
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"20-24 years"	"20-24"	"Female"	"F"	46	229052059	0.0	0.0	0.0	0.0
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"25-29 years"	"25-29"	"Female"	"F"	201	228601175	0.1	0.1	0.1	0.0
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"30-34 years"	"30-34"	"Female"	"F"	528	227330011	0.2	0.2	0.3	0.0
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"35-39 years"	"35-39"	"Female"	"F"	1226	231430232	0.5	0.5	0.6	0.0
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"40-44 years"	"40-44"	"Female"	"F"	2408	236277503	1.0	1.0	1.1	0.0
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"45-49 years"	"45-49"	"Female"	"F"	4834	238712391	2.0	2.0	2.1	0.0
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"50-54 years"	"50-54"	"Female"	"F"	9262	232356654	4.0	3.9	4.1	0.0
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"55-59 years"	"55-59"	"Female"	"F"	16084	213742200	7.5	7.4	7.6	0.1
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"60-64 years "	"60-64"	"Female"	"F"	24170	183215286	13.2	13.0	13.4	0.1
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"65-69 years"	"65-69"	"Female"	"F"	28440	151235357	18.8	18.6	19.0	0.1
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"70-74 years"	"70-74"	"Female"	"F"	28079	122693411	22.9	22.6	23.2	0.1
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"75-79 years"	"75-79"	"Female"	"F"	25277	98401757	25.7	25.4	26.0	0.2
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"80-84 years"	"80-84"	"Female"	"F"	21997	75025647	29.3	28.9	29.7	0.2
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"85-89 years"	"85-89"	"Female"	"F"	15972	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"90-94 years"	"90-94"	"Female"	"F"	8167	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"95-99 years"	"95-99"	"Female"	"F"	2487	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"100+ years"	"100+"	"Female"	"F"	329	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"10-14 years"	"10-14"	"Female"	"F"	37	223802975	0.0	0.0	0.0	0.0
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"15-19 years"	"15-19"	"Female"	"F"	146	227307697	0.1	0.1	0.1	0.0
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"20-24 years"	"20-24"	"Female"	"F"	368	229052059	0.2	0.1	0.2	0.0
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"25-29 years"	"25-29"	"Female"	"F"	714	228601175	0.3	0.3	0.3	0.0
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"30-34 years"	"30-34"	"Female"	"F"	1224	227330011	0.5	0.5	0.6	0.0
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"35-39 years"	"35-39"	"Female"	"F"	2572	231430232	1.1	1.1	1.2	0.0
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"40-44 years"	"40-44"	"Female"	"F"	5597	236277503	2.4	2.3	2.4	0.0
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"45-49 years"	"45-49"	"Female"	"F"	11672	238712391	4.9	4.8	5.0	0.0
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"50-54 years"	"50-54"	"Female"	"F"	20431	232356654	8.8	8.7	8.9	0.1
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"55-59 years"	"55-59"	"Female"	"F"	28373	213742200	13.3	13.1	13.4	0.1
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"60-64 years "	"60-64"	"Female"	"F"	35736	183215286	19.5	19.3	19.7	0.1
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"65-69 years"	"65-69"	"Female"	"F"	40287	151235357	26.6	26.4	26.9	0.1
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"70-74 years"	"70-74"	"Female"	"F"	42355	122693411	34.5	34.2	34.8	0.2
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"75-79 years"	"75-79"	"Female"	"F"	43384	98401757	44.1	43.7	44.5	0.2
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"80-84 years"	"80-84"	"Female"	"F"	39233	75025647	52.3	51.8	52.8	0.3
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"85-89 years"	"85-89"	"Female"	"F"	26901	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"90-94 years"	"90-94"	"Female"	"F"	11973	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"95-99 years"	"95-99"	"Female"	"F"	2669	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"100+ years"	"100+"	"Female"	"F"	291	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"20-24 years"	"20-24"	"Male"	"M"	14	239951389	Unreliable	0.0	0.0	0.0
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"25-29 years"	"25-29"	"Male"	"M"	18	234285878	Unreliable	0.0	0.0	0.0
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"30-34 years"	"30-34"	"Male"	"M"	20	229872405	0.0	0.0	0.0	0.0
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"35-39 years"	"35-39"	"Male"	"M"	78	230611430	0.0	0.0	0.0	0.0
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"40-44 years"	"40-44"	"Male"	"M"	444	232968123	0.2	0.2	0.2	0.0
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"45-49 years"	"45-49"	"Male"	"M"	1998	232932105	0.9	0.8	0.9	0.0
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"50-54 years"	"50-54"	"Male"	"M"	7091	223575070	3.2	3.1	3.2	0.0
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"55-59 years"	"55-59"	"Male"	"M"	17757	201411886	8.8	8.7	8.9	0.1
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"60-64 years "	"60-64"	"Male"	"M"	35546	168055475	21.2	20.9	21.4	0.1
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"65-69 years"	"65-69"	"Male"	"M"	57367	133793292	42.9	42.5	43.2	0.2
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"70-74 years"	"70-74"	"Male"	"M"	83196	102736281	81.0	80.4	81.5	0.3
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"75-79 years"	"75-79"	"Male"	"M"	111085	75129413	147.9	147.0	148.7	0.4
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"80-84 years"	"80-84"	"Male"	"M"	130367	49947616	261.0	259.6	262.4	0.7
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"85-89 years"	"85-89"	"Male"	"M"	118925	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"90-94 years"	"90-94"	"Male"	"M"	66759	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"95-99 years"	"95-99"	"Male"	"M"	18123	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"100+ years"	"100+"	"Male"	"M"	1979	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"Not Stated"	"NS"	"Male"	"M"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"< 1 year"	"1"	"Female"	"F"	22	42477103	0.1	0.0	0.1	0.0
	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"< 1 year"	"1"	"Male"	"M"	25	44436653	0.1	0.0	0.1	0.0
	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"1-4 years"	"1-4"	"Female"	"F"	151	170430172	0.1	0.1	0.1	0.0
	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"1-4 years"	"1-4"	"Male"	"M"	139	178140207	0.1	0.1	0.1	0.0
	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"5-9 years"	"5-9"	"Female"	"F"	228	216636220	0.1	0.1	0.1	0.0
	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"5-9 years"	"5-9"	"Male"	"M"	186	226500076	0.1	0.1	0.1	0.0
	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"10-14 years"	"10-14"	"Female"	"F"	93	223802975	0.0	0.0	0.1	0.0
